Name,Supercategory,Bounding Box,Area,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Location,Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,publisher,printer,Related Publication,Subject,depicted,Associated Place,Artist,Sitter,Exhibition Label,Provenance,Object number,Restrictions & Rights,Type,Medium,Dimensions,Topic,Place,Possibly,Created by,Worn by,Description,Place used,Classification,Manufactured by,Subject of,Exhibition,On View,associated,depicted (sitter),decorative motif,associated date,Exhibition Location,used,associated location,manufacturer,Place Made,location of statue in painting
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_3_sleeve_1.jpg,3,Benjamin Latrobe,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution']",,,,,,,,,['National Portrait Gallery Collection'],['npg_NPG.2011.64'],['CC0'],['http://n2t.net/ark:/65665/sm4291aa9b7-4fe7-404a-a730-d7ca71b5b268'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-NPG_2011_64Latrobe-000003.jpg,,,,,,,"['Charles Frederick Von Breda, 16 Aug 1759 - 1 Dec 1818']","['Benjamin Henry Latrobe, 1 May 1764 - 3 Sep 1820']","['Born Yorkshire, England', 'Benjamin Latrobe brought a new level of sophistication to U.S. architecture. A British emigrant who trained in Germany, he adapted European Neoclassical style to iconic American buildings such as the U.S. Capitol and the White House. His innovative fire-proof construction saved both from destruction after the British set fire to them during the War of 1812 (1812–15).', 'Latrobe was just beginning his career when he posed for this portrait in London. A few years later, he departed for the United States, where he mentored a rising generation of architects, including Robert Mills, who designed this building.', 'Nacido en Yorkshire, Inglaterra', 'Benjamin Latrobe llevó la arquitectura de EE.UU. a un nuevo nivel de refinamiento. Inmigrante británico educado en Alemania, adaptó el estilo neoclásico europeo a edificios emblemáticos estadounidenses, tales como el Capitolio y la Casa Blanca. Su innovadora construcción a prueba de fuego salvó a ambos edificios cuando los británicos intentaron incendiarlos durante la Guerra de 1812 (1812–15).', 'Latrobe apenas comenzaba su carrera cuando posó para este retrato en Londres. Pocos años después partió hacia EE.UU., donde fue mentor de una generación incipiente de arquitectos, entre ellos Robert Mills, quien diseñó este edificio.']","['Anders Rosendahl; A.E. Lyth, 1849; Emil Hultmark by 1942; his daughter, Carna Hultmark Moselius by 1959; Carl David Moselius; sold (Stockholms Auktionsverk 28 May 2009); (Ben Elwes Fine Art, London); purchased 2011 NPG']",['NPG.2011.64'],['CC0'],['Painting'],['Oil on canvas'],"['Stretcher: 18.1 × 13.3 cm (7 1/8 × 5 1/4"")', 'Frame (estimate): 24.1 × 20.3 × 3.8 cm (9 1/2 × 8 × 1 1/2"")']","['Interior', 'Home Furnishings\\Furniture\\Seating\\Chair', 'Printed Material\\Book', 'Costume\\Dress Accessory\\Eyeglasses', 'Equipment\\Drafting & Writing Implements\\Writing implement\\Pen\\Quill', 'Home Furnishings\\Curtain', 'Benjamin Henry Latrobe: Male', 'Benjamin Henry Latrobe: Arts & Culture\\Visual Arts\\Architect', 'Benjamin Henry Latrobe: Science and Technology\\Engineer\\Civil engineer', 'Portrait']",,,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_3_dress_2.jpg,3,Benjamin Latrobe,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution']",,,,,,,,,['National Portrait Gallery Collection'],['npg_NPG.2011.64'],['CC0'],['http://n2t.net/ark:/65665/sm4291aa9b7-4fe7-404a-a730-d7ca71b5b268'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-NPG_2011_64Latrobe-000003.jpg,,,,,,,"['Charles Frederick Von Breda, 16 Aug 1759 - 1 Dec 1818']","['Benjamin Henry Latrobe, 1 May 1764 - 3 Sep 1820']","['Born Yorkshire, England', 'Benjamin Latrobe brought a new level of sophistication to U.S. architecture. A British emigrant who trained in Germany, he adapted European Neoclassical style to iconic American buildings such as the U.S. Capitol and the White House. His innovative fire-proof construction saved both from destruction after the British set fire to them during the War of 1812 (1812–15).', 'Latrobe was just beginning his career when he posed for this portrait in London. A few years later, he departed for the United States, where he mentored a rising generation of architects, including Robert Mills, who designed this building.', 'Nacido en Yorkshire, Inglaterra', 'Benjamin Latrobe llevó la arquitectura de EE.UU. a un nuevo nivel de refinamiento. Inmigrante británico educado en Alemania, adaptó el estilo neoclásico europeo a edificios emblemáticos estadounidenses, tales como el Capitolio y la Casa Blanca. Su innovadora construcción a prueba de fuego salvó a ambos edificios cuando los británicos intentaron incendiarlos durante la Guerra de 1812 (1812–15).', 'Latrobe apenas comenzaba su carrera cuando posó para este retrato en Londres. Pocos años después partió hacia EE.UU., donde fue mentor de una generación incipiente de arquitectos, entre ellos Robert Mills, quien diseñó este edificio.']","['Anders Rosendahl; A.E. Lyth, 1849; Emil Hultmark by 1942; his daughter, Carna Hultmark Moselius by 1959; Carl David Moselius; sold (Stockholms Auktionsverk 28 May 2009); (Ben Elwes Fine Art, London); purchased 2011 NPG']",['NPG.2011.64'],['CC0'],['Painting'],['Oil on canvas'],"['Stretcher: 18.1 × 13.3 cm (7 1/8 × 5 1/4"")', 'Frame (estimate): 24.1 × 20.3 × 3.8 cm (9 1/2 × 8 × 1 1/2"")']","['Interior', 'Home Furnishings\\Furniture\\Seating\\Chair', 'Printed Material\\Book', 'Costume\\Dress Accessory\\Eyeglasses', 'Equipment\\Drafting & Writing Implements\\Writing implement\\Pen\\Quill', 'Home Furnishings\\Curtain', 'Benjamin Henry Latrobe: Male', 'Benjamin Henry Latrobe: Arts & Culture\\Visual Arts\\Architect', 'Benjamin Henry Latrobe: Science and Technology\\Engineer\\Civil engineer', 'Portrait']",,,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_4_sleeve_0.jpg,4,John R. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.6'],['CC0'],['http://n2t.net/ark:/65665/sm4a8c8d357-141a-47e4-a420-22c1355b9884'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_6_v1_int.jpg,,,,,,,"['Hall & Co.', 'Eleck Frederick Hall, 31 Dec 1857 - 01 Apr 1910']","['John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.6'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9 × 8.3 cm (3 9/16 × 3 1/4"")', 'Sheet: 13.8 × 9.7 cm (5 7/16 × 3 13/16"")', 'Mount: 16.7 × 10.8 cm (6 9/16 × 4 1/4"")']","['Costume\\Dress Accessory\\Eyeglasses', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'John R. Linen: Male', 'Portrait']",['United States\\New York\\Erie\\Buffalo'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_4_sleeve_1.jpg,4,John R. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.6'],['CC0'],['http://n2t.net/ark:/65665/sm4a8c8d357-141a-47e4-a420-22c1355b9884'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_6_v1_int.jpg,,,,,,,"['Hall & Co.', 'Eleck Frederick Hall, 31 Dec 1857 - 01 Apr 1910']","['John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.6'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9 × 8.3 cm (3 9/16 × 3 1/4"")', 'Sheet: 13.8 × 9.7 cm (5 7/16 × 3 13/16"")', 'Mount: 16.7 × 10.8 cm (6 9/16 × 4 1/4"")']","['Costume\\Dress Accessory\\Eyeglasses', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'John R. Linen: Male', 'Portrait']",['United States\\New York\\Erie\\Buffalo'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_4_dress_2.jpg,4,John R. Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.6'],['CC0'],['http://n2t.net/ark:/65665/sm4a8c8d357-141a-47e4-a420-22c1355b9884'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_6_v1_int.jpg,,,,,,,"['Hall & Co.', 'Eleck Frederick Hall, 31 Dec 1857 - 01 Apr 1910']","['John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.6'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 9 × 8.3 cm (3 9/16 × 3 1/4"")', 'Sheet: 13.8 × 9.7 cm (5 7/16 × 3 13/16"")', 'Mount: 16.7 × 10.8 cm (6 9/16 × 4 1/4"")']","['Costume\\Dress Accessory\\Eyeglasses', 'Costume\\Dress Accessory\\Neckwear\\Tie', 'Personal Attribute\\Facial Hair\\Mustache', 'Personal Attribute\\Facial Hair\\Beard', 'Photographic format\\Cabinet card', 'John R. Linen: Male', 'Portrait']",['United States\\New York\\Erie\\Buffalo'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_5_sleeve_0.jpg,5,Georgina Linen Ryerson,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.9'],['CC0'],['http://n2t.net/ark:/65665/sm43654cb43-9bb8-4043-9d05-1f2757948bd8'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_9_int.jpg,,,,,,,"['Andrew W. Jordan, active 1865-1885']","['Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929']",,,['S/NPG.2018.8.9'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 6.8 × 5.2 cm (2 11/16 × 2 1/16"")', 'Sheet: 14.6 × 10.3 cm (5 3/4 × 4 1/16"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Jewelry', 'Costume\\Jewelry\\Earring', 'Costume\\Dress Accessory\\Eyeglasses', 'Photographic format\\Cabinet card', 'Georgina Linen Ryerson: Female', 'Portrait']",['United States\\New York\\Kings\\New York'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_5_sleeve_1.jpg,5,Georgina Linen Ryerson,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.9'],['CC0'],['http://n2t.net/ark:/65665/sm43654cb43-9bb8-4043-9d05-1f2757948bd8'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_9_int.jpg,,,,,,,"['Andrew W. Jordan, active 1865-1885']","['Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929']",,,['S/NPG.2018.8.9'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 6.8 × 5.2 cm (2 11/16 × 2 1/16"")', 'Sheet: 14.6 × 10.3 cm (5 3/4 × 4 1/16"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Jewelry', 'Costume\\Jewelry\\Earring', 'Costume\\Dress Accessory\\Eyeglasses', 'Photographic format\\Cabinet card', 'Georgina Linen Ryerson: Female', 'Portrait']",['United States\\New York\\Kings\\New York'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_5_dress_2.jpg,5,Georgina Linen Ryerson,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.9'],['CC0'],['http://n2t.net/ark:/65665/sm43654cb43-9bb8-4043-9d05-1f2757948bd8'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_9_int.jpg,,,,,,,"['Andrew W. Jordan, active 1865-1885']","['Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929']",,,['S/NPG.2018.8.9'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 6.8 × 5.2 cm (2 11/16 × 2 1/16"")', 'Sheet: 14.6 × 10.3 cm (5 3/4 × 4 1/16"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Jewelry', 'Costume\\Jewelry\\Earring', 'Costume\\Dress Accessory\\Eyeglasses', 'Photographic format\\Cabinet card', 'Georgina Linen Ryerson: Female', 'Portrait']",['United States\\New York\\Kings\\New York'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_6_sleeve_0.jpg,6,"Linen Family, June 26, 1886",National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.10'],['CC0'],['http://n2t.net/ark:/65665/sm46fbd97d2-2c56-43f4-a9a4-48ddf4fa10e6'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_10_v1_int.jpg,,,,,,,['Unidentified Artist'],"['James Alexander Linen, 23 Jun 1840 - 29 May 1918', 'Anna Blair Linen, 1 Aug 1842 - 18 Feb 1919', 'James A. Linen, Jr., 11 Oct 1884 - 5 Dec 1957', 'Frank Insley Linen, 1879 - 1941', 'George Griffith Linen, 2 Aug 1865 - 17 Aug 1908', 'Unidentified Infant', 'Mary Isabel Ryerson, 1873 - 1944', 'Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929', 'Mary Frances Linen, 1843 - 19 Aug 1923', 'John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.10'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.8 × 20.5 cm (5 13/16 × 8 1/16"")', 'Mount: 16.4 × 21.5 cm (6 7/16 × 8 7/16"")']","['Home Furnishings\\Furniture', 'Home Furnishings\\Furniture\\Seating\\Chair', 'Costume\\Headgear\\Hat', 'Exterior', 'Costume\\Jewelry\\Ring', 'Costume\\Dress Accessory\\Eyeglasses', 'Nature & Environment\\Plant\\Tree', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Water\\Stream', 'Costume\\Dress Accessory\\Handkerchief', 'Nature & Environment\\Plant\\Grass', 'Home Furnishings\\Blanket', 'Home Furnishings\\Furniture\\Seating\\Chair\\Rocking chair', 'Nature & Environment\\Water\\Waterfall', 'Equipment\\Sports Equipment\\Tennis racket', 'Costume\\Dress Accessory\\Neckwear\\Tie\\Necktie', 'Equipment\\Sports Equipment\\Tennis ball', 'James Alexander Linen: Male', 'John R. Linen: Male', 'Isabella Linen Ballantine: Female', 'Georgina Linen Ryerson: Female', 'Mary Belle Linen Macwithey: Female', 'Anne Linen: Female', 'Belle Ballantine: Female', 'Anna Blair Linen: Female', 'James A. Linen, Jr.: Male', 'Frank Insley Linen: Male', 'Mary Isabel Ryerson: Female', 'Mary Frances Linen: Female', 'George Griffith Linen: Male', 'Sarah Linen Ballantine Frelinghuysen: Female', 'Portrait']",,"['Belle Ballantine', 'Sarah Linen Ballantine Frelinghuysen']",,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_6_sleeve_1.jpg,6,"Linen Family, June 26, 1886",National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.10'],['CC0'],['http://n2t.net/ark:/65665/sm46fbd97d2-2c56-43f4-a9a4-48ddf4fa10e6'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_10_v1_int.jpg,,,,,,,['Unidentified Artist'],"['James Alexander Linen, 23 Jun 1840 - 29 May 1918', 'Anna Blair Linen, 1 Aug 1842 - 18 Feb 1919', 'James A. Linen, Jr., 11 Oct 1884 - 5 Dec 1957', 'Frank Insley Linen, 1879 - 1941', 'George Griffith Linen, 2 Aug 1865 - 17 Aug 1908', 'Unidentified Infant', 'Mary Isabel Ryerson, 1873 - 1944', 'Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929', 'Mary Frances Linen, 1843 - 19 Aug 1923', 'John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.10'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.8 × 20.5 cm (5 13/16 × 8 1/16"")', 'Mount: 16.4 × 21.5 cm (6 7/16 × 8 7/16"")']","['Home Furnishings\\Furniture', 'Home Furnishings\\Furniture\\Seating\\Chair', 'Costume\\Headgear\\Hat', 'Exterior', 'Costume\\Jewelry\\Ring', 'Costume\\Dress Accessory\\Eyeglasses', 'Nature & Environment\\Plant\\Tree', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Water\\Stream', 'Costume\\Dress Accessory\\Handkerchief', 'Nature & Environment\\Plant\\Grass', 'Home Furnishings\\Blanket', 'Home Furnishings\\Furniture\\Seating\\Chair\\Rocking chair', 'Nature & Environment\\Water\\Waterfall', 'Equipment\\Sports Equipment\\Tennis racket', 'Costume\\Dress Accessory\\Neckwear\\Tie\\Necktie', 'Equipment\\Sports Equipment\\Tennis ball', 'James Alexander Linen: Male', 'John R. Linen: Male', 'Isabella Linen Ballantine: Female', 'Georgina Linen Ryerson: Female', 'Mary Belle Linen Macwithey: Female', 'Anne Linen: Female', 'Belle Ballantine: Female', 'Anna Blair Linen: Female', 'James A. Linen, Jr.: Male', 'Frank Insley Linen: Male', 'Mary Isabel Ryerson: Female', 'Mary Frances Linen: Female', 'George Griffith Linen: Male', 'Sarah Linen Ballantine Frelinghuysen: Female', 'Portrait']",,"['Belle Ballantine', 'Sarah Linen Ballantine Frelinghuysen']",,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_6_dress_2.jpg,6,"Linen Family, June 26, 1886",National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.10'],['CC0'],['http://n2t.net/ark:/65665/sm46fbd97d2-2c56-43f4-a9a4-48ddf4fa10e6'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_10_v1_int.jpg,,,,,,,['Unidentified Artist'],"['James Alexander Linen, 23 Jun 1840 - 29 May 1918', 'Anna Blair Linen, 1 Aug 1842 - 18 Feb 1919', 'James A. Linen, Jr., 11 Oct 1884 - 5 Dec 1957', 'Frank Insley Linen, 1879 - 1941', 'George Griffith Linen, 2 Aug 1865 - 17 Aug 1908', 'Unidentified Infant', 'Mary Isabel Ryerson, 1873 - 1944', 'Georgina Linen Ryerson, 17 Jun 1864 - 20 Jan 1929', 'Mary Frances Linen, 1843 - 19 Aug 1923', 'John R. Linen, 7 Oct 1837 - 10 Jan 1893']",,,['S/NPG.2018.8.10'],['CC0'],['Photograph'],['Albumen silver print'],"['Image/Sheet: 14.8 × 20.5 cm (5 13/16 × 8 1/16"")', 'Mount: 16.4 × 21.5 cm (6 7/16 × 8 7/16"")']","['Home Furnishings\\Furniture', 'Home Furnishings\\Furniture\\Seating\\Chair', 'Costume\\Headgear\\Hat', 'Exterior', 'Costume\\Jewelry\\Ring', 'Costume\\Dress Accessory\\Eyeglasses', 'Nature & Environment\\Plant\\Tree', 'Costume\\Dress Accessory\\Glove\\Gloves', 'Nature & Environment\\Water\\Stream', 'Costume\\Dress Accessory\\Handkerchief', 'Nature & Environment\\Plant\\Grass', 'Home Furnishings\\Blanket', 'Home Furnishings\\Furniture\\Seating\\Chair\\Rocking chair', 'Nature & Environment\\Water\\Waterfall', 'Equipment\\Sports Equipment\\Tennis racket', 'Costume\\Dress Accessory\\Neckwear\\Tie\\Necktie', 'Equipment\\Sports Equipment\\Tennis ball', 'James Alexander Linen: Male', 'John R. Linen: Male', 'Isabella Linen Ballantine: Female', 'Georgina Linen Ryerson: Female', 'Mary Belle Linen Macwithey: Female', 'Anne Linen: Female', 'Belle Ballantine: Female', 'Anna Blair Linen: Female', 'James A. Linen, Jr.: Male', 'Frank Insley Linen: Male', 'Mary Isabel Ryerson: Female', 'Mary Frances Linen: Female', 'George Griffith Linen: Male', 'Sarah Linen Ballantine Frelinghuysen: Female', 'Portrait']",,"['Belle Ballantine', 'Sarah Linen Ballantine Frelinghuysen']",,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[93, 188, 171, 295]",8346,archive/cropped_images/image_7_sleeve_0.jpg,7,Sarah Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.4'],['CC0'],['http://n2t.net/ark:/65665/sm4a2a96ce5-f64c-4df9-b729-559e8b1ee3e9'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_4_int.jpg,,,,,,,"['Charles Parker, active 1874-1904']","['Sarah Linen, 25 Nov 1811 - 12 Jun 1891']",,,['S/NPG.2018.8.4'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 8.6 × 6.3 cm (3 3/8 × 2 1/2"")', 'Sheet: 15.1 × 10.2 cm (5 15/16 × 4"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Headgear\\Hat', 'Photographic format\\Cabinet card', 'Sarah Linen: Female', 'Portrait']",['United States\\New Jersey\\Essex\\Newark'],,,,,,,,,,,,,,,,,,,,
sleeve,garment parts,"[89, 191, 163, 316]",9250,archive/cropped_images/image_7_sleeve_1.jpg,7,Sarah Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.4'],['CC0'],['http://n2t.net/ark:/65665/sm4a2a96ce5-f64c-4df9-b729-559e8b1ee3e9'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_4_int.jpg,,,,,,,"['Charles Parker, active 1874-1904']","['Sarah Linen, 25 Nov 1811 - 12 Jun 1891']",,,['S/NPG.2018.8.4'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 8.6 × 6.3 cm (3 3/8 × 2 1/2"")', 'Sheet: 15.1 × 10.2 cm (5 15/16 × 4"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Headgear\\Hat', 'Photographic format\\Cabinet card', 'Sarah Linen: Female', 'Portrait']",['United States\\New Jersey\\Essex\\Newark'],,,,,,,,,,,,,,,,,,,,
dress,wholebody,"[103, 182, 293, 442]",49400,archive/cropped_images/image_7_dress_2.jpg,7,Sarah Linen,National Portrait Gallery,,['Currently not on view'],"['National Portrait Gallery, Smithsonian Institution; gift of Sally Adler with heartfelt gratitude to Emma Joy Linen Dana, George L. Linen’s great-granddaughter, and her four devoted sons, Richard, John, Andrew, and Gordon']",,,,,,,,,['National Portrait Gallery Collection'],['npg_S_NPG.2018.8.4'],['CC0'],['http://n2t.net/ark:/65665/sm4a2a96ce5-f64c-4df9-b729-559e8b1ee3e9'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NPG-S_NPG_2018_8_4_int.jpg,,,,,,,"['Charles Parker, active 1874-1904']","['Sarah Linen, 25 Nov 1811 - 12 Jun 1891']",,,['S/NPG.2018.8.4'],['CC0'],['Photograph'],['Albumen silver print'],"['Image: 8.6 × 6.3 cm (3 3/8 × 2 1/2"")', 'Sheet: 15.1 × 10.2 cm (5 15/16 × 4"")', 'Mount: 16.6 × 10.9 cm (6 9/16 × 4 5/16"")']","['Costume\\Headgear\\Hat', 'Photographic format\\Cabinet card', 'Sarah Linen: Female', 'Portrait']",['United States\\New Jersey\\Essex\\Newark'],,,,,,,,,,,,,,,,,,,,
